GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
SH3BP1	HsaALTA0007760-2/2	chr22:38038902-38039013	4	chr22:38038622,38038906+38038902-38039013	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	97.62	Pass
SEZ6L	HsaALTA0007685-1/3	chr22:26771547-26771655	0	chr22:26769449,26771547+26771544+26771541-26771655	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
SEZ6L	HsaALTA0007685-2/3	chr22:26771544-26771655	3	chr22:26769449,26771547+26771544+26771541-26771655	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
SEZ6L	HsaALTA0007685-3/3	chr22:26771541-26771655	6	chr22:26769449,26771547+26771544+26771541-26771655	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
LGALS1	HsaALTA0004736-1/2	chr22:38072993-38073072	0	chr22:38071718,38072993+38072863-38073072	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
LGALS1	HsaALTA0004736-2/2	chr22:38072863-38073072	130	chr22:38071718,38072993+38072863-38073072	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LGALS1	HsaALTA0004737-1/3	chr22:38074517-38074577	0	chr22:38073072,38074517+38074513+38074490-38074577	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LGALS1	HsaALTA0004737-2/3	chr22:38074513-38074577	4	chr22:38073072,38074517+38074513+38074490-38074577	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
LGALS1	HsaALTA0004737-3/3	chr22:38074490-38074577	27	chr22:38073072,38074517+38074513+38074490-38074577	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
HPS4	HsaALTA0004099-1/2	chr22:26866685-26866779	0	chr22:26868268,26866685-26866888+26866779	Alt3	76.92	Fail	100.00	Fail	87.50	Fail	100.00	Pass	100.00	Pass	100.00	Pass
HPS4	HsaALTA0004099-2/2	chr22:26866685-26866888	109	chr22:26868268,26866685-26866888+26866779	Alt3	23.08	Fail	0.00	Fail	12.50	Fail	0.00	Pass	0.00	Pass	0.00	Pass
PIK3IP1	HsaALTA0006303-1/2	chr22:31685627-31685685	0	chr22:31686951,31685627-31685753+31685685	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PIK3IP1	HsaALTA0006303-2/2	chr22:31685627-31685753	68	chr22:31686951,31685627-31685753+31685685	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PATZ1	HsaALTA0006093-1/2	chr22:31724773-31724845	0	chr22:31731678,31724773-31724910+31724845	Alt3	NA	Fail	71.43	Fail	100.00	Fail	0.00	Fail	64.71	Pass	60.00	Fail
PATZ1	HsaALTA0006093-2/2	chr22:31724773-31724910	65	chr22:31731678,31724773-31724910+31724845	Alt3	NA	Fail	28.57	Fail	0.00	Fail	100.00	Fail	35.29	Pass	40.00	Fail
TFIP11	HsaALTA0008580-1/3	chr22:26907085-26907119	0	chr22:26908065,26907085-26907283+26907161+26907119	Alt3	20.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
TFIP11	HsaALTA0008580-2/3	chr22:26907085-26907161	42	chr22:26908065,26907085-26907283+26907161+26907119	Alt3	80.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
TFIP11	HsaALTA0008580-3/3	chr22:26907085-26907283	164	chr22:26908065,26907085-26907283+26907161+26907119	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
TFIP11	HsaALTA0008581-1/3	chr22:26906583-26906633	0	chr22:26908065,26906583-26906668+26906658+26906633	Alt3	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
TFIP11	HsaALTA0008581-2/3	chr22:26906583-26906658	25	chr22:26908065,26906583-26906668+26906658+26906633	Alt3	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
TFIP11	HsaALTA0008581-3/3	chr22:26906583-26906668	35	chr22:26908065,26906583-26906668+26906658+26906633	Alt3	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
GCAT	HsaALTA0003598-1/2	chr22:38206034-38206164	0	chr22:38204170,38206034+38205956-38206164	Alt3	92.79	Pass	85.78	Pass	100.00	Pass	100.00	Pass	98.86	Pass	98.42	Pass
GCAT	HsaALTA0003598-2/2	chr22:38205956-38206164	78	chr22:38204170,38206034+38205956-38206164	Alt3	7.21	Pass	14.22	Pass	0.00	Pass	0.00	Pass	1.14	Pass	1.58	Pass
ANKRD54	HsaALTA0000472-1/2	chr22:38234507-38234600	0	chr22:38236194,38234507-38234605+38234600	Alt3	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
ANKRD54	HsaALTA0000472-2/2	chr22:38234507-38234605	5	chr22:38236194,38234507-38234605+38234600	Alt3	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
ANKRD54	HsaALTA0000473-1/2	chr22:38229691-38229757	0	chr22:38234507,38229691-38229762+38229757	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
ANKRD54	HsaALTA0000473-2/2	chr22:38229691-38229762	5	chr22:38234507,38229691-38229762+38229757	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
ANKRD54	HsaALTA0000474-1/2	chr22:38229048-38229089	0	chr22:38229166,38229048-38229102+38229089	Alt3	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
ANKRD54	HsaALTA0000474-2/2	chr22:38229048-38229102	13	chr22:38229166,38229048-38229102+38229089	Alt3	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
EIF3L	HsaALTA0002827-1/2	chr22:38271850-38272008	0	chr22:38270531,38271850+38271848-38272008	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.15	Pass
EIF3L	HsaALTA0002827-2/2	chr22:38271848-38272008	2	chr22:38270531,38271850+38271848-38272008	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.85	Pass
POLR2F	HsaALTA0006525-1/2	chr22:38351877-38352005	0	chr22:38349814,38351877+38351874-38352005	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
POLR2F	HsaALTA0006525-2/2	chr22:38351874-38352005	3	chr22:38349814,38351877+38351874-38352005	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
POLR2F	HsaALTA0006526-1/3	chr22:38355362-38355438	0	chr22:38352849,38355362+38355357+38355353-38355438	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
POLR2F	HsaALTA0006526-2/3	chr22:38355357-38355438	5	chr22:38352849,38355362+38355357+38355353-38355438	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.42	Pass
POLR2F	HsaALTA0006526-3/3	chr22:38355353-38355438	9	chr22:38352849,38355362+38355357+38355353-38355438	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.58	Pass
DEPDC5	HsaALTA0002448-1/2	chr22:32154532-32154610	0	chr22:32150965,32154532+32154513-32154610	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
DEPDC5	HsaALTA0002448-2/2	chr22:32154513-32154610	19	chr22:32150965,32154532+32154513-32154610	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
DEPDC5	HsaALTA0002449-1/3	chr22:32233080-32233141	0	chr22:32229966,32233080+32232985+32232958-32233141	Alt3	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
DEPDC5	HsaALTA0002449-2/3	chr22:32232985-32233141	95	chr22:32229966,32233080+32232985+32232958-32233141	Alt3	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
DEPDC5	HsaALTA0002449-3/3	chr22:32232958-32233141	122	chr22:32229966,32233080+32232985+32232958-32233141	Alt3	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
PICK1	HsaALTA0006280-1/3	chr22:38453827-38453857	0	chr22:38453594,38453827+38453760+38453753-38453857	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
PICK1	HsaALTA0006280-2/3	chr22:38453760-38453857	67	chr22:38453594,38453827+38453760+38453753-38453857	Alt3	100.00	Fail	100.00	Fail	50.00	Fail	NA	Fail	NA	Fail	100.00	Fail
PICK1	HsaALTA0006280-3/3	chr22:38453753-38453857	74	chr22:38453594,38453827+38453760+38453753-38453857	Alt3	0.00	Fail	0.00	Fail	50.00	Fail	NA	Fail	NA	Fail	0.00	Fail
CENPM	HsaALTA0001782-1/2	chr22:42341229-42341308	0	chr22:42341917,42341229-42341393+42341308	Alt3	87.50	Fail	80.00	Fail	100.00	Fail	100.00	Pass	66.20	Pass	100.00	Pass
CENPM	HsaALTA0001782-2/2	chr22:42341229-42341393	85	chr22:42341917,42341229-42341393+42341308	Alt3	12.50	Fail	20.00	Fail	0.00	Fail	0.00	Pass	33.80	Pass	0.00	Pass
CYP2D6	HsaALTA0002306-1/2	chr22:42524908-42524945	0	chr22:42525035,42524908-42524946+42524945	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CYP2D6	HsaALTA0002306-2/2	chr22:42524908-42524946	1	chr22:42525035,42524908-42524946+42524945	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CYP2D6	HsaALTA0002307-1/2	chr22:42523844-42523936	0	chr22:42524176,42523844-42523985+42523936	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CYP2D6	HsaALTA0002307-2/2	chr22:42523844-42523985	49	chr22:42524176,42523844-42523985+42523936	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DDX17	HsaALTA0002397-1/2	chr22:38890635-38890799	0	chr22:38890891,38890635-38890807+38890799	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
DDX17	HsaALTA0002397-2/2	chr22:38890635-38890807	8	chr22:38890891,38890635-38890807+38890799	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
DDX17	HsaALTA0002398-1/2	chr22:38885289-38885428	0	chr22:38888061,38885289-38885463+38885428	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DDX17	HsaALTA0002398-2/2	chr22:38885289-38885463	35	chr22:38888061,38885289-38885463+38885428	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DDX17	HsaALTA0002399-1/2	chr22:38884022-38884074	0	chr22:38888061,38884022-38884120+38884074	Alt3	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
DDX17	HsaALTA0002399-2/2	chr22:38884022-38884120	46	chr22:38888061,38884022-38884120+38884074	Alt3	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
DDX17	HsaALTA0002400-1/2	chr22:38884022-38884116	0	chr22:38888057,38884022-38884120+38884116	Alt3	50.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
TCF20	HsaALTA0008519-1/2	chr22:42564659-42564709	0	chr22:42565853,42564659-42564742+42564709	Alt3	43.48	Fail	46.67	Fail	40.91	Fail	0.00	Pass	47.83	Pass	34.69	Pass
TCF20	HsaALTA0008519-2/2	chr22:42564659-42564742	33	chr22:42565853,42564659-42564742+42564709	Alt3	56.52	Fail	53.33	Fail	59.09	Fail	100.00	Pass	52.17	Pass	65.31	Pass
CBY1	HsaALTA0001523-1/2	chr22:39066889-39066950	0	chr22:39064137,39066889+39066772-39066950	Alt3	99.39	Pass	99.07	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CBY1	HsaALTA0001523-2/2	chr22:39066772-39066950	117	chr22:39064137,39066889+39066772-39066950	Alt3	0.61	Pass	0.93	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FBXO7	HsaALTA0003290-1/2	chr22:32875120-32875218	0	chr22:32871111,32875120+32874968-32875218	Alt3	2.60	Pass	17.11	Pass	8.43	Pass	8.56	Pass	0.00	Pass	10.46	Pass
FBXO7	HsaALTA0003290-2/2	chr22:32874968-32875218	152	chr22:32871111,32875120+32874968-32875218	Alt3	97.40	Pass	82.89	Pass	91.57	Pass	91.44	Pass	100.00	Pass	89.54	Pass
GTPBP1	HsaALTA0003856-1/2	chr22:39130335-39130398	0	chr22:39130237,39130335+39130329-39130398	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GTPBP1	HsaALTA0003856-2/2	chr22:39130329-39130398	6	chr22:39130237,39130335+39130329-39130398	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GTPBP1	HsaALTA0003857-1/2	chr22:39111966-39111967	0	chr22:39104961,39111966+39111912-39111967	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail
GTPBP1	HsaALTA0003857-2/2	chr22:39111912-39111967	54	chr22:39104961,39111966+39111912-39111967	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail
POLDIP3	HsaALTA0006503-1/2	chr22:42997976-42998062	0	chr22:42998776,42997976-42998113+42998062	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
POLDIP3	HsaALTA0006503-2/2	chr22:42997976-42998113	51	chr22:42998776,42997976-42998113+42998062	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RAB36	HsaALTA0006919-1/2	chr22:23501354-23501420	0	chr22:23501166,23501354+23501350-23501420	Alt3	4.55	Fail	0.00	Fail	9.09	Fail	0.00	Pass	4.08	Pass	13.13	Pass
RAB36	HsaALTA0006919-2/2	chr22:23501350-23501420	4	chr22:23501166,23501354+23501350-23501420	Alt3	95.45	Fail	100.00	Fail	90.91	Fail	100.00	Pass	95.92	Pass	86.87	Pass
TIMP3	HsaALTA0008660-1/2	chr22:33228760-33228856	0	chr22:33198108,33228760+33228740-33228856	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TIMP3	HsaALTA0008660-2/2	chr22:33228740-33228856	20	chr22:33198108,33228760+33228740-33228856	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SAPS2	HsaALTA0007479-1/2	chr22:50857778-50857891	0	chr22:50857408,50857778+50857775-50857891	Alt3	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
SAPS2	HsaALTA0007479-2/2	chr22:50857775-50857891	3	chr22:50857408,50857778+50857775-50857891	Alt3	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
SAPS2	HsaALTA0007480-1/2	chr22:50832443-50832553	0	chr22:50810579,50832443+50832322-50832553	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
SAPS2	HsaALTA0007480-2/2	chr22:50832322-50832553	121	chr22:50810579,50832443+50832322-50832553	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
SAPS2	HsaALTA0007481-1/2	chr22:50878130-50878286	0	chr22:50877191,50878130+50878127-50878286	Alt3	80.00	Fail	100.00	Fail	50.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
SAPS2	HsaALTA0007481-2/2	chr22:50878127-50878286	3	chr22:50877191,50878130+50878127-50878286	Alt3	20.00	Fail	0.00	Fail	50.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
SAPS2	HsaALTA0007482-1/5	chr22:50879345-50879384	0	chr22:50878478,50879345+50879294+50879255+50879251+50879230-50879384	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
SAPS2	HsaALTA0007482-2/5	chr22:50879294-50879384	51	chr22:50878478,50879345+50879294+50879255+50879251+50879230-50879384	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
SAPS2	HsaALTA0007482-3/5	chr22:50879255-50879384	90	chr22:50878478,50879345+50879294+50879255+50879251+50879230-50879384	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
SAPS2	HsaALTA0007482-4/5	chr22:50879251-50879384	94	chr22:50878478,50879345+50879294+50879255+50879251+50879230-50879384	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
SAPS2	HsaALTA0007482-5/5	chr22:50879230-50879384	115	chr22:50878478,50879345+50879294+50879255+50879251+50879230-50879384	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
SAPS2	HsaALTA0007483-1/2	chr22:50882632-	0	chr22:50882546,50882632+50882628-	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	86.67	Fail	4.00	Pass	0.00	Pass
SAPS2	HsaALTA0007483-2/2	chr22:50882628-	4	chr22:50882546,50882632+50882628-	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	13.33	Fail	96.00	Pass	100.00	Pass
SBF1	HsaALTA0007500-1/3	chr22:50906000-50906040	0	chr22:50906215,50906000-50906122+50906119+50906040	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail
SBF1	HsaALTA0007500-2/3	chr22:50906000-50906119	79	chr22:50906215,50906000-50906122+50906119+50906040	Alt3	66.67	Fail	88.89	Fail	0.00	Fail	93.94	Pass	100.00	Fail	81.82	Fail
SBF1	HsaALTA0007500-3/3	chr22:50906000-50906122	82	chr22:50906215,50906000-50906122+50906119+50906040	Alt3	33.33	Fail	11.11	Fail	100.00	Fail	6.06	Pass	0.00	Fail	18.18	Fail
SBF1	HsaALTA0007501-1/2	chr22:50892941-50893135	0	chr22:50893243,50892941-50893171+50893135	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
SBF1	HsaALTA0007501-2/2	chr22:50892941-50893171	36	chr22:50893243,50892941-50893171+50893135	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
SUN2	HsaALTA0008359-1/2	chr22:39146230-39146325	0	chr22:39146903,39146230-39146388+39146325	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008359-2/2	chr22:39146230-39146388	63	chr22:39146903,39146230-39146388+39146325	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008360-1/2	chr22:39143077-39143169	0	chr22:39144718,39143077-39143172+39143169	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008360-2/2	chr22:39143077-39143172	3	chr22:39144718,39143077-39143172+39143169	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008361-1/2	chr22:39150647-39150695	0	chr22:39151768,39150647-39150711+39150695	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008361-2/2	chr22:39150647-39150711	16	chr22:39151768,39150647-39150711+39150695	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008362-1/2	chr22:39134592-39134755	0	chr22:39134878,39134592-39134759+39134755	Alt3	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008362-2/2	chr22:39134592-39134759	4	chr22:39134878,39134592-39134759+39134755	Alt3	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008363-1/2	chr22:39147025-39147040	0	chr22:39147215,39147025-39147099+39147040	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SUN2	HsaALTA0008363-2/2	chr22:39147025-39147099	59	chr22:39147215,39147025-39147099+39147040	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CYB5R3	HsaALTA0002283-1/2	chr22:43032749-43032827	0	chr22:43045301,43032749-43032852+43032827	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
CYB5R3	HsaALTA0002283-2/2	chr22:43032749-43032852	25	chr22:43045301,43032749-43032852+43032827	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
MIOX	HsaALTA0005220-1/2	chr22:50926704-50926771	0	chr22:50926477,50926704+50926672-50926771	Alt3	50.00	Fail	100.00	Fail	0.00	Fail	8.51	Pass	NA	Fail	100.00	Fail
MIOX	HsaALTA0005220-2/2	chr22:50926672-50926771	32	chr22:50926477,50926704+50926672-50926771	Alt3	50.00	Fail	0.00	Fail	100.00	Fail	91.49	Pass	NA	Fail	0.00	Fail
MIOX	HsaALTA0005221-1/2	chr22:50927514-50927578	0	chr22:50926771,50927514+50927469-50927578	Alt3	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail	0.00	Fail
MIOX	HsaALTA0005221-2/2	chr22:50927469-50927578	45	chr22:50926771,50927514+50927469-50927578	Alt3	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail	100.00	Fail
LMF2	HsaALTA0004783-1/2	chr22:50945224-50945464	0	chr22:50946011,50945224-50945549+50945464	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
LMF2	HsaALTA0004783-2/2	chr22:50945224-50945549	85	chr22:50946011,50945224-50945549+50945464	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
LMF2	HsaALTA0004784-1/2	chr22:50942988-50943081	0	chr22:50943231,50942988-50943156+50943081	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
LMF2	HsaALTA0004784-2/2	chr22:50942988-50943156	75	chr22:50943231,50942988-50943156+50943081	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
LMF2	HsaALTA0004785-1/2	chr22:50945067-50945095	0	chr22:50945211,50945067-50945110+50945095	Alt3	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
LMF2	HsaALTA0004785-2/2	chr22:50945067-50945110	15	chr22:50945211,50945067-50945110+50945095	Alt3	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
RHBDD3	HsaALTA0007154-1/2	chr22:29656801-29656853	0	chr22:29659824,29656801-29656857+29656853	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RHBDD3	HsaALTA0007154-2/2	chr22:29656801-29656857	4	chr22:29659824,29656801-29656857+29656853	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PACSIN2	HsaALTA0006028-1/2	chr22:43275067-43275172	0	chr22:43278190,43275067-43275175+43275172	Alt3	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PACSIN2	HsaALTA0006028-2/2	chr22:43275067-43275175	3	chr22:43278190,43275067-43275175+43275172	Alt3	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AP1B1	HsaALTA0000509-1/2	chr22:29747160-29747255	0	chr22:29747694,29747160-29747408+29747255	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
AP1B1	HsaALTA0000509-2/2	chr22:29747160-29747408	153	chr22:29747694,29747160-29747408+29747255	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
AP1B1	HsaALTA0000510-1/2	chr22:29763196-29763256	0	chr22:29784413,29763196-29763259+29763256	Alt3	0.00	Fail	6.25	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
AP1B1	HsaALTA0000510-2/2	chr22:29763196-29763259	3	chr22:29784413,29763196-29763259+29763256	Alt3	100.00	Fail	93.75	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
AP1B1	HsaALTA0000511-1/2	chr22:29730254-29730339	0	chr22:29734979,29730254-29730399+29730339	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
AP1B1	HsaALTA0000511-2/2	chr22:29730254-29730399	60	chr22:29734979,29730254-29730399+29730339	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
AP1B1	HsaALTA0000512-1/2	chr22:29727446-29727522	0	chr22:29727776,29727446-29727570+29727522	Alt3	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
AP1B1	HsaALTA0000512-2/2	chr22:29727446-29727570	48	chr22:29727776,29727446-29727570+29727522	Alt3	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
TOM1	HsaALTA0008871-1/2	chr22:35719512-35719605	0	chr22:35719170,35719512+35719489-35719605	Alt3	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Pass	NA	Fail
TOM1	HsaALTA0008871-2/2	chr22:35719489-35719605	23	chr22:35719170,35719512+35719489-35719605	Alt3	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Pass	NA	Fail
TOM1	HsaALTA0008872-1/2	chr22:35729397-35729485	0	chr22:35729007,35729397+35729168-35729485	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail
TOM1	HsaALTA0008872-2/2	chr22:35729168-35729485	229	chr22:35729007,35729397+35729168-35729485	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail
TOM1	HsaALTA0008873-1/2	chr22:35719021-35719170	0	chr22:35718030,35719021+35718992-35719170	Alt3	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
